datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2012-01-02T08:00:00+00:00,Eurozone Manufacturing PMI (final),Eurozone,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2012%20January,Rule: 1st business day; 08:00 UTC -> local
2012-01-03T08:00:00+00:00,Eurozone Composite PMI (final),Eurozone,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2012%20January,Rule: 3rd business day; 08:00 UTC -> local
2012-01-03T08:00:00+00:00,Eurozone Services PMI (final),Eurozone,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2012%20January,Rule: 3rd business day; 08:00 UTC -> local
2012-01-03T09:30:00+00:00,UK PMI — Manufacturing (final),UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Manufacturing%20PMI&q=2012%20January,Правило: 1-й рабочий день
2012-01-03T15:00:00+00:00,ISM Manufacturing PMI — January 2012,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,"Официальный календарь ISM; правило: 1-й рабочий день, 10:00 ET."
2012-01-04T09:30:00+00:00,UK PMI — Construction,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Construction%20PMI&q=2012%20January,Правило: 2-й рабочий день
2012-01-05T09:30:00+00:00,UK PMI — Composite (final),UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Composite%20PMI&q=2012%20January,Совместно с Services
2012-01-05T09:30:00+00:00,UK PMI — Services (final),UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Services%20PMI&q=2012%20January,Правило: 3-й рабочий день
2012-01-05T15:00:00+00:00,ISM Services PMI — January 2012,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,"Официальный календарь ISM; правило: 3-й рабочий день, 10:00 ET."
2012-01-06T13:30:00+00:00,Employment Situation — January 2012,US,high,confirmed,NFP,https://www.bls.gov/news.release/archives/empsit_01062012.pdf,"BLS Employment Situation, 08:30 ET"
