datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2001-01-01T08:00:00+00:00,EA Manufacturing PMI — December 2000,EA,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Календарь PMI: 1-й рабочий день, 09:00 CET (Europe/Brussels)."
2001-01-01T09:30:00+00:00,UK PMI Manufacturing — January 2001,UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Расписание S&P Global PMI: Manufacturing — 1-й рабочий день; время ориентир 09:30 UK.
2001-01-02T09:30:00+00:00,UK PMI Construction — January 2001,UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,UK Construction PMI — обычно в начале месяца; принят 2-й рабочий день (оценочно); время 09:30 UK.
2001-01-03T09:00:00+00:00,EA Composite PMI — December 2000,EA,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Календарь PMI: 3-й рабочий день, 10:00 CET (Europe/Brussels)."
2001-01-03T09:00:00+00:00,EA Services PMI — December 2000,EA,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Календарь PMI: 3-й рабочий день, 10:00 CET (Europe/Brussels)."
2001-01-03T09:30:00+00:00,UK PMI Composite — January 2001,UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Расписание: Composite (Whole Economy) — 3-й рабочий день; время ориентир 09:30 UK.
2001-01-03T09:30:00+00:00,UK PMI Services — January 2001,UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Расписание: Services — 3-й рабочий день; время ориентир 09:30 UK.
2001-01-03T16:00:00+00:00,FOMC intermeeting rate decision (unscheduled),US,high,confirmed,,https://www.federalreserve.gov/monetarypolicy/files/FOMC20010103ConfCall.pdf,Official transcript: call started 11:00 ET
2001-01-03T16:00:00+00:00,FOMC statement,US,high,confirmed,,https://www.federalreserve.gov/monetarypolicy/files/FOMC20010103ConfCall.pdf,Statement concurrent with intermeeting decision
2001-01-05T13:30:00+00:00,US Employment Situation — December 2000,US,high,confirmed,US:NFP,https://www.bls.gov/schedule/2001/home.htm,Official BLS 2001 schedule; standard release time 08:30 ET.
2001-01-11T12:00:00+00:00,BoE MPC decision — Bank of England maintains rates at 6.0%,UK,medium,confirmed,UK:BOE,https://www.bankofengland.co.uk/news/2001/january/mpc-january-2001,Официальный пресс-релиз BoE; время 12:00 UK (оценочно для 2001).
2001-01-12T13:30:00+00:00,US PPI — December 2000,US,high,confirmed,,https://www.bls.gov/schedule/2001/home.htm,BLS 2001 Release Schedule; время публикации 08:30 ET. См. также Historical PPI release dates PDF.
