datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2023-01-02T08:00:00+00:00,Eurozone Manufacturing PMI (final) — January 2023,EA,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2023%20January,PMI release finder — фильтр по серии и месяцу (final); возвращает 1 релиз
2023-01-03T08:00:00+00:00,Eurozone Composite PMI (final) — January 2023,EA,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2023%20January,PMI release finder — фильтр по серии и месяцу (final); возвращает 1 релиз
2023-01-03T08:00:00+00:00,Eurozone Services PMI (final) — January 2023,EA,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2023%20January,PMI release finder — фильтр по серии и месяцу (final); возвращает 1 релиз
2023-01-03T15:00:00+00:00,ISM Manufacturing PMI,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,ISM 10:00 ET
2023-01-06T13:30:00+00:00,Employment Situation (Nonfarm Payrolls),US,high,confirmed,NFP,https://www.bls.gov/news.release/archives/empsit_01062023.htm,BLS 08:30 ET
2023-01-06T15:00:00+00:00,ISM Services PMI (Report On Business),US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,ISM 10:00 ET
2023-01-12T13:30:00+00:00,"CPI — Consumer Price Index (м/м, г/г)",US,high,confirmed,CPI,https://www.bls.gov/news.release/archives/cpi_01122023.htm,BLS 08:30 ET
2023-01-18T13:30:00+00:00,Advance Retail Sales (MARTS),US,high,confirmed,RETAIL_SALES,https://www2.census.gov/retail/releases/historical/marts/adv2212.pdf,Census MARTS 08:30 ET
2023-01-18T13:30:00+00:00,"PPI — Producer Price Index (м/м, г/г)",US,high,confirmed,PPI,https://www.bls.gov/news.release/archives/ppi_01182023.htm,BLS 08:30 ET
2023-01-20T08:00:00+00:00,Eurozone Composite PMI (flash) — January 2023,EA,medium,confirmed,PMI_FLASH_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2023%20January%20flash,PMI release finder — фильтр по серии и месяцу (flash); возвращает 1 релиз
2023-01-20T08:00:00+00:00,Eurozone Manufacturing PMI (flash) — January 2023,EA,medium,confirmed,PMI_FLASH_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2023%20January%20flash,PMI release finder — фильтр по серии и месяцу (flash); возвращает 1 релиз
2023-01-20T08:00:00+00:00,Eurozone Services PMI (flash) — January 2023,EA,medium,confirmed,PMI_FLASH_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2023%20January%20flash,PMI release finder — фильтр по серии и месяцу (flash); возвращает 1 релиз
2023-01-23T09:30:00+00:00,PMI Flash — Composite (UK),UK,medium,tentative,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Дата/время по стандартному расписанию S&P — уточняется по месячной публикации.
