datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2020-01-01T08:00:00+00:00,Eurozone Manufacturing PMI (final) — January 2020,EA,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2020%20January,Rule: 1st business day; 08:00 UTC -> local
2020-01-02T09:30:00+00:00,UK Manufacturing PMI (final),UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates?language=en,Embargoed until 09:30 local; typical monthly final release. Embargo 09:30 London time; schedule per PMI calendar. Example confirming 09:30: 2 Mar 2020 UK Manufacturing PMI press release.
2020-01-02T15:00:00+00:00,ISM Manufacturing PMI — Report On Business,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,"First business day, 10:00 ET (ISM rule)"
2020-01-03T08:00:00+00:00,Eurozone Composite PMI (final) — January 2020,EA,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2020%20January,Rule: 3rd business day; 08:00 UTC -> local
2020-01-03T08:00:00+00:00,Eurozone Services PMI (final) — January 2020,EA,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2020%20January,Rule: 3rd business day; 08:00 UTC -> local
2020-01-03T09:30:00+00:00,UK Construction PMI,UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates?language=en,Embargoed until 09:30 local; typical monthly release. Embargo 09:30 London time; schedule per PMI calendar. Example confirming 09:30: 2 Mar 2020 UK Manufacturing PMI press release.
2020-01-06T09:30:00+00:00,UK Services PMI (final),UK,medium,confirmed,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates?language=en,Embargoed until 09:30 local; typical monthly final release. Embargo 09:30 London time; schedule per PMI calendar. Example confirming 09:30: 2 Mar 2020 UK Manufacturing PMI press release.
2020-01-06T15:00:00+00:00,ISM Services PMI — Report On Business,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,"Third business day, 10:00 ET (ISM rule)"
2020-01-10T13:30:00+00:00,NFP — Employment Situation (пейроллы),US,high,confirmed,NFP,https://www.bls.gov/news.release/archives/empsit_01102020.htm,"BLS Employment Situation, 08:30 ET"
2020-01-14T13:30:00+00:00,"CPI — Индекс потребительских цен (м/м, г/г)",US,high,confirmed,CPI,https://www.bls.gov/news.release/archives/cpi_01142020.htm,nan
2020-01-15T13:30:00+00:00,"PPI — Индекс цен производителей (м/м, г/г)",US,high,confirmed,PPI,https://www.bls.gov/news.release/archives/ppi_01152020.htm,nan
2020-01-16T13:30:00+00:00,Retail Sales — Advance (MARTS),US,high,confirmed,RETAIL_SALES,https://www2.census.gov/retail/releases/historical/marts/adv2001.pdf,nan
