datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2005-01-03T09:00:00+00:00,Eurozone Manufacturing PMI — January 2005 (final),EA,medium,confirmed,EA:PMI_MFG,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 1st BD 10:00 Paris.
2005-01-03T09:30:00+00:00,UK Manufacturing PMI — January 2005,UK,medium,confirmed,UK:PMI_MFG,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,1st business day 09:30 London.
2005-01-03T15:00:00+00:00,ISM Manufacturing PMI — January 2005,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/pmi/release-schedule/,"Релиз в 10:00 ET, 1-й рабочий день месяца."
2005-01-04T09:30:00+00:00,UK Construction PMI — January 2005,UK,medium,confirmed,UK:PMI_CONS,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,2nd business day 09:30 London.
2005-01-05T09:00:00+00:00,Eurozone Composite PMI — January 2005 (final),EA,medium,confirmed,EA:PMI_COMP,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 3rd BD 10:00 Paris.
2005-01-05T09:00:00+00:00,Eurozone Services PMI — January 2005 (final),EA,medium,confirmed,EA:PMI_SERV,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 3rd BD 10:00 Paris.
2005-01-05T09:30:00+00:00,UK Services PMI — January 2005,UK,medium,confirmed,UK:PMI_SERV,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,3rd business day 09:30 London.
2005-01-05T15:00:00+00:00,ISM Services PMI — January 2005,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/pmi/release-schedule/,"Релиз в 10:00 ET, 3-й рабочий день месяца."
2005-01-06T12:00:00+00:00,BoE MPC Rate Decision,UK,medium,confirmed,UK:BOE_RATE,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes,Decision at 12:00 London (first Thursday).
2005-01-06T12:45:00+00:00,ECB Governing Council — Monetary Policy Decision,EA,high,confirmed,EA:ECB_RATE,https://www.ecb.europa.eu/press/govcdec/html/index.en.html,First Thursday 13:45 Berlin (CET/CEST).
2005-01-06T13:30:00+00:00,ECB Press Conference,EA,high,confirmed,EA:ECB_CONF,https://www.ecb.europa.eu/press/pressconf/,First Thursday 14:30 Berlin (CET/CEST).
2005-01-07T13:30:00+00:00,Nonfarm Payrolls (Employment Situation),US,high,confirmed,NFP,https://www.bls.gov/schedule/archives/all_nr_2005.htm,Ежемесячный релиз BLS (первая пятница).
2005-01-13T13:30:00+00:00,Retail Sales (Advance) — December 2004,US,high,confirmed,RETAIL_SALES,https://www2.census.gov/historical/marts/adv0412.pdf,Официальный график MARTS на 2005 год; все релизы в 08:30 ET.
2005-01-17T10:00:00+00:00,Euro area HICP — Final (January 2005),EA,high,confirmed,EA:HICP_FINAL,https://ec.europa.eu/eurostat/news/euro-indicators,"Mid-month ~15th BD, 11:00 Brussels."
2005-01-19T13:30:00+00:00,CPI (индекс потребительских цен),US,high,confirmed,CPI,https://www.bls.gov/schedule/archives/all_nr_2005.htm,Официальное время: 08:30 ET.
2005-01-28T13:30:00+00:00,"GDP (Q4 2004, advance)",US,high,confirmed,GDP,https://apps.bea.gov/news/schedule2005.htm,BEA: расписание выпусков за 2005 г.; все релизы в 08:30 ET.
2005-01-31T10:00:00+00:00,Euro area HICP — Flash (January 2005),EA,high,confirmed,EA:HICP_FLASH,https://ec.europa.eu/eurostat/news/euro-indicators,"Last business day, 11:00 Brussels."
2005-01-31T10:00:00+00:00,Euro area Unemployment Rate (January 2005),EA,high,confirmed,EA:UNEMP_RATE,https://ec.europa.eu/eurostat/news/euro-indicators,"Last business day, 11:00 Brussels."
2005-01-31T13:30:00+00:00,PCE (Personal Income & Outlays),US,high,confirmed,PCE,https://apps.bea.gov/news/schedule2005.htm,BEA: расписание выпусков; 08:30 ET.
2005-02-01T09:00:00+00:00,Eurozone Manufacturing PMI — February 2005 (final),EA,medium,confirmed,EA:PMI_MFG,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 1st BD 10:00 Paris.
2005-02-01T09:30:00+00:00,UK Manufacturing PMI — February 2005,UK,medium,confirmed,UK:PMI_MFG,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,1st business day 09:30 London.
2005-02-01T15:00:00+00:00,ISM Manufacturing PMI — February 2005,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/pmi/release-schedule/,"Релиз в 10:00 ET, 1-й рабочий день месяца."
2005-02-02T09:30:00+00:00,UK Construction PMI — February 2005,UK,medium,confirmed,UK:PMI_CONS,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,2nd business day 09:30 London.
2005-02-02T19:15:00+00:00,FOMC statement (текст заявления),US,medium,confirmed,FOMC_STMT,https://www.federalreserve.gov/boarddocs/press/monetary/2005/20050202/,Заявление публикуется вместе с решением. Время публикации заявления: 14:15 ET (до 2011).
2005-02-02T19:15:00+00:00,FOMC: решение по ставке (policy rate decision),US,high,confirmed,FOMC,https://www.federalreserve.gov/boarddocs/press/monetary/2005/20050202/,Время анонса до 2013 г. обычно ~14:15 ET; см. страницу FOMC-2005 для дат. Историческое время релиза до 2011 г.: 14:15 ET (см. NY Fed SR 512).
2005-02-03T09:00:00+00:00,Eurozone Composite PMI — February 2005 (final),EA,medium,confirmed,EA:PMI_COMP,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 3rd BD 10:00 Paris.
2005-02-03T09:00:00+00:00,Eurozone Services PMI — February 2005 (final),EA,medium,confirmed,EA:PMI_SERV,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,Final; 3rd BD 10:00 Paris.
2005-02-03T09:30:00+00:00,UK Services PMI — February 2005,UK,medium,confirmed,UK:PMI_SERV,https://pmi.spglobal.com/Public/Release/PressReleasesCalendar,3rd business day 09:30 London.
2005-02-03T10:30:00+00:00,BoE Inflation Report Press Conference,UK,medium,confirmed,UK:BOE_CONF,https://www.bankofengland.co.uk/monetary-policy-report,IR presser ~10:30 same day.
2005-02-03T12:00:00+00:00,BoE MPC Rate Decision,UK,medium,confirmed,UK:BOE_RATE,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes,Decision at 12:00 London (first Thursday).
2005-02-03T12:45:00+00:00,ECB Governing Council — Monetary Policy Decision,EA,high,confirmed,EA:ECB_RATE,https://www.ecb.europa.eu/press/govcdec/html/index.en.html,First Thursday 13:45 Berlin (CET/CEST).
2005-02-03T13:30:00+00:00,ECB Press Conference,EA,high,confirmed,EA:ECB_CONF,https://www.ecb.europa.eu/press/pressconf/,First Thursday 14:30 Berlin (CET/CEST).
2005-02-03T15:00:00+00:00,ISM Services PMI — February 2005,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/pmi/release-schedule/,"Релиз в 10:00 ET, 3-й рабочий день месяца."
2005-02-04T13:30:00+00:00,Nonfarm Payrolls (Employment Situation),US,high,confirmed,NFP,https://www.bls.gov/schedule/archives/all_nr_2005.htm,Ежемесячный релиз BLS (первая пятница).
