datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2009-01-01T08:00:00+00:00,HCOB Eurozone Manufacturing PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-01-02T09:30:00+00:00,UK S&P Global/CIPS Manufacturing PMI — Jan 2009,UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-01-02T15:00:00+00:00,ISM Manufacturing PMI — Jan 2009,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/manufacturing/,"Rule: 1st US business day, 10:00 ET."
2009-01-05T08:00:00+00:00,HCOB Eurozone Composite PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-01-05T08:00:00+00:00,HCOB Eurozone Services PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-01-05T09:30:00+00:00,UK S&P Global/CIPS Construction PMI — Jan 2009,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-01-06T09:30:00+00:00,UK S&P Global/CIPS Composite PMI — Jan 2009,UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-01-06T09:30:00+00:00,UK S&P Global/CIPS Services PMI — Jan 2009,UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-01-06T15:00:00+00:00,ISM Non‑Manufacturing PMI — Jan 2009,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/services/,"Rule: 3rd US business day, 10:00 ET."
2009-01-08T12:00:00+00:00,BoE — решение по процентной ставке (MPC),UK,medium,confirmed,BOE_RATE,https://www.bankofengland.co.uk/-/media/boe/files/news/2008/september/mpc-dates-for-2009-and-provisional-dates-for-2010.pdf,Стандарт: 12:00 London. BoE: MPS & minutes выходят в 12:00 — см. '12 noon' policy page.
2009-01-09T13:30:00+00:00,Employment Situation — Dec 2008,US,high,confirmed,NFP,https://www.bls.gov/schedule/news_release/empsit.htm?view_full=2009,BLS 08:30 ET.
2009-01-15T12:45:00+00:00,ECB Governing Council — решение по ставке,EA,high,nan,,https://www.ecb.europa.eu/press/calendar/html/index.en.html,Решение публикуется в пресс-релизе; в 2009 г. стандартное время 13:45 CET/CEST.
2009-01-15T13:30:00+00:00,ECB пресс-конференция по денежно-кредитной политике,EA,high,nan,,https://www.ecb.europa.eu/press/calendar/html/index.en.html,Начало пресс-конференции обычно 14:30 CET/CEST в 2009 г.
2009-01-15T13:30:00+00:00,PPI — Jan 2009,US,high,confirmed,PPI,https://www.bls.gov/schedule/news_release/ppi.htm?view_full=2009,BLS 08:30 ET.
2009-01-16T13:30:00+00:00,CPI — Jan 2009,US,high,confirmed,CPI,https://www.bls.gov/schedule/news_release/cpi.htm?view_full=2009,BLS 08:30 ET.
2009-01-28T19:15:00+00:00,"FOMC statement (January 27–28, 2009)",US,medium,confirmed,FOMC_STMT,https://www.federalreserve.gov/monetarypolicy/fomchistorical2009.htm,Публикуется вместе с решением.
2009-01-28T19:15:00+00:00,"FOMC — rate decision (January 27–28, 2009)",US,high,confirmed,FOMC,https://www.federalreserve.gov/monetarypolicy/fomchistorical2009.htm,Обычный слот 14:15 ET.
2009-01-30T10:00:00+00:00,Euro area HICP flash estimate — January 2009,EA,high,nan,,https://ec.europa.eu/eurostat/en/web/products-euro-indicators/-/2-02032009-ap,Флэш-оценка публикуется в последний рабочий день месяца в 11:00 CET/CEST (Eurostat).
2009-01-30T13:30:00+00:00,GDP — Q4 2008 (Advance),US,high,confirmed,GDP_ADV,https://www.bea.gov/data/gdp/gross-domestic-product,BEA 08:30 ET.
2009-02-02T08:00:00+00:00,HCOB Eurozone Manufacturing PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-02-02T09:30:00+00:00,UK S&P Global/CIPS Manufacturing PMI — Feb 2009,UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-02-02T13:30:00+00:00,Personal Income & Outlays — Dec 2008,US,high,confirmed,PCE,https://www.bea.gov/data/income-saving/personal-income,BEA 08:30 ET.
2009-02-02T15:00:00+00:00,ISM Manufacturing PMI — Feb 2009,US,high,confirmed,ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/manufacturing/,"Rule: 1st US business day, 10:00 ET."
2009-02-03T09:30:00+00:00,UK S&P Global/CIPS Construction PMI — Feb 2009,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-02-04T08:00:00+00:00,HCOB Eurozone Composite PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-02-04T08:00:00+00:00,HCOB Eurozone Services PMI – Final,EA,medium,nan,,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,Стандартный выпуск в 08:00 UTC (09:00 CET / 10:00 CEST).
2009-02-04T09:30:00+00:00,UK S&P Global/CIPS Composite PMI — Feb 2009,UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-02-04T09:30:00+00:00,UK S&P Global/CIPS Services PMI — Feb 2009,UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/ReleaseDates,"Правило релизов: 1-й/3-й рабочий день, время указано в UTC на странице S&P Global."
2009-02-04T15:00:00+00:00,ISM Non‑Manufacturing PMI — Feb 2009,US,high,confirmed,ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/services/,"Rule: 3rd US business day, 10:00 ET."
