datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2003-01-01T09:00:00+00:00,Eurozone Manufacturing PMI — January 2003,EA,medium,confirmed,EA:PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleasesCalendar,"Rule: 1st business day, 10:00 CET/CEST."
2003-01-01T09:30:00+00:00,UK Manufacturing PMI — January 2003,UK,medium,confirmed,UK:PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases,Rule: 1st business day 09:30 UK time (official PMI schedule).
2003-01-01T15:00:00+00:00,ISM Manufacturing PMI — January 2003,US,high,confirmed,US:ISM_MFG,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,Official rule: 1st business day at 10:00 ET.
2003-01-02T09:30:00+00:00,UK Construction PMI — January 2003,UK,medium,confirmed,UK:PMI_CONS,https://www.pmi.spglobal.com/Public/Release/PressReleases,Rule: 2nd business day 09:30 UK time (official PMI schedule).
2003-01-03T09:00:00+00:00,Eurozone Composite PMI — January 2003,EA,medium,confirmed,EA:PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleasesCalendar,Released with Services PMI.
2003-01-03T09:00:00+00:00,Eurozone Services PMI — January 2003,EA,medium,confirmed,EA:PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleasesCalendar,"Rule: 3rd business day, 10:00 CET/CEST."
2003-01-03T09:30:00+00:00,UK Services PMI — January 2003,UK,medium,confirmed,UK:PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases,Rule: 3rd business day 09:30 UK time (official PMI schedule).
2003-01-03T15:00:00+00:00,ISM Non-Manufacturing PMI — January 2003,US,high,confirmed,US:ISM_SERV,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,Official rule: 3rd business day at 10:00 ET.
2003-01-09T12:00:00+00:00,BoE MPC Rate Decision — Jan 2003,UK,medium,confirmed,UK:BOE_RATE,https://www.bankofengland.co.uk/news/2002/september/mpc-dates-2003,Official MPC dates; announcement on Thursday at 12:00.
2003-01-09T12:45:00+00:00,ECB Rate Decision,EA,high,confirmed,EA:ECB_RATE,https://www.ecb.europa.eu/press/pressreleases/2003/html/index.en.html,Governing Council monetary policy decision; time 13:45 CET/CEST.
2003-01-09T13:30:00+00:00,ECB Press Conference (Introductory Statement),EA,high,confirmed,EA:ECB_CONF,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is030109.en.html,Press conference ~14:30 CET/CEST with Introductory Statement.
2003-01-10T13:30:00+00:00,Employment Situation — January 2003,US,high,confirmed,US:NFP,https://www.bls.gov/schedule/2003/home.htm,nan
2003-01-14T13:30:00+00:00,"Advance Monthly Retail Sales — release Jan 14, 2003",US,high,confirmed,US:RETAIL,https://www2.census.gov/historical/marts/rs0211.txt,nan
2003-01-15T13:30:00+00:00,"PPI — release Jan 15, 2003",US,high,confirmed,US:PPI,https://www.bls.gov/schedule/2003/home.htm,nan
2003-01-16T13:30:00+00:00,"CPI — release Jan 16, 2003",US,high,confirmed,US:CPI,https://www.bls.gov/schedule/2003/home.htm,nan
2003-01-29T19:15:00+00:00,FOMC Rate Decision (no change),US,high,confirmed,US:FED_RATE,https://www.federalreserve.gov/monetarypolicy/fomchistorical2003.htm,Policy decision time ~2:15pm ET (pre-2013 convention).
2003-01-29T19:15:00+00:00,FOMC Statement,US,medium,confirmed,US:FOMC_STMT,https://www.federalreserve.gov/monetarypolicy/fomchistorical2003.htm,Published with the decision.
2003-01-30T13:30:00+00:00,GDP (Q4 2002) — Advance,US,high,confirmed,US:GDP,https://apps.bea.gov/scb/pdf/2002/10October/Releasedates2003.pdf,nan
2003-01-31T13:30:00+00:00,"Personal Income & Outlays — release Jan 31, 2003",US,high,confirmed,US:PCE,https://apps.bea.gov/scb/pdf/2002/10October/Releasedates2003.pdf,nan
2003-02-03T09:00:00+00:00,Eurozone Manufacturing PMI — February 2003,EA,medium,confirmed,EA:PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleasesCalendar,"Rule: 1st business day, 10:00 CET/CEST."
