datetime_utc,event,country,impact,certainty,ticker,source_url,notes
2010-01-01T08:00:00+00:00,Eurozone Manufacturing PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2010%20January,Release time 08:00 UTC (converted to local)
2010-01-04T09:30:00+00:00,UK S&P Global/CIPS Manufacturing PMI — Jan 2010,UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Manufacturing%20PMI,Rule: 1-й рабочий день.
2010-01-04T15:00:00+00:00,ISM Manufacturing PMI (January release),US,high,confirmed,US_ISM_MANUFACTURING_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 1st business day
2010-01-05T08:00:00+00:00,Eurozone Composite PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2010%20January,Release time 08:00 UTC (converted to local)
2010-01-05T08:00:00+00:00,Eurozone Services PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2010%20January,Release time 08:00 UTC (converted to local)
2010-01-05T09:30:00+00:00,UK S&P Global/CIPS Construction PMI — Jan 2010,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Construction%20PMI,Rule: 2-й рабочий день.
2010-01-06T09:30:00+00:00,UK S&P Global/CIPS Composite PMI — Jan 2010,UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Composite%20PMI,Rule: 3-й рабочий день.
2010-01-06T09:30:00+00:00,UK S&P Global/CIPS Services PMI — Jan 2010,UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Services%20PMI,Rule: 3-й рабочий день.
2010-01-06T15:00:00+00:00,ISM Services PMI (January release),US,high,confirmed,US_ISM_SERVICES_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 3rd business day
2010-01-07T12:00:00+00:00,BoE — решение по процентной ставке (MPC),UK,medium,confirmed,BOE_RATE,https://www.bankofengland.co.uk/news/2010/january/mpc-january-2010,Стандарт публикации: 12:00 London; май 2010 перенесён на 10 мая.
2010-01-08T13:30:00+00:00,Employment Situation (NFP),US,high,confirmed,US_NFP,https://www.bls.gov/news.release/archives/empsit_20100108.htm,nan
2010-01-14T12:45:00+00:00,ECB rate decision,Eurozone,high,confirmed,EA,https://www.ecb.europa.eu/press/pr/date/2010/html/pr20100114.en.html,Decision press release time 13:45 CET/CEST (2010 practice)
2010-01-14T13:30:00+00:00,ECB press conference,Eurozone,high,confirmed,EA,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is20100114.en.html,Press conference start 14:30 CET/CEST (per PR pages)
2010-01-15T13:30:00+00:00,Consumer Price Index (CPI),US,high,confirmed,US_CPI,https://www.bls.gov/news.release/archives/cpi_20100115.htm,nan
2010-01-20T13:30:00+00:00,Producer Price Index (PPI),US,high,confirmed,US_PPI,https://www.bls.gov/news.release/archives/ppi_20100120.htm,nan
2010-01-27T19:15:00+00:00,FOMC Rate Decision,US,high,confirmed,US_FOMC_DECISION,https://www.federalreserve.gov/monetarypolicy/fomchistorical2010.htm#20100127,nan
2010-01-27T19:15:00+00:00,FOMC Statement,US,medium,confirmed,US_FOMC_STATEMENT,https://www.federalreserve.gov/monetarypolicy/fomchistorical2010.htm#20100127,nan
2010-01-29T10:00:00+00:00,HICP (flash) – Euro area inflation (estimate),Eurozone,high,confirmed,EA,https://ec.europa.eu/eurostat/web/products-euro-indicators/w/2-29012010-ap,Eurostat publishes Euro-indicators at 11:00 CET/CEST
2010-01-29T13:30:00+00:00,"GDP (Q4 2009, Advance)",US,high,confirmed,US_GDP,https://www.bea.gov/news/2010/gross-domestic-product-fourth-quarter-2009-advance-estimate,nan
2010-02-01T08:00:00+00:00,Eurozone Manufacturing PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2010%20February,Release time 08:00 UTC (converted to local)
2010-02-01T09:30:00+00:00,UK S&P Global/CIPS Manufacturing PMI — Feb 2010,UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Manufacturing%20PMI,Rule: 1-й рабочий день.
2010-02-01T13:30:00+00:00,"Personal Income and Outlays, December 2009",US,high,confirmed,US_PCE,https://www.bea.gov/news/2010/personal-income-and-outlays-december-2009,nan
2010-02-01T15:00:00+00:00,ISM Manufacturing PMI (February release),US,high,confirmed,US_ISM_MANUFACTURING_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 1st business day
2010-02-02T09:30:00+00:00,UK S&P Global/CIPS Construction PMI — Feb 2010,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Construction%20PMI,Rule: 2-й рабочий день.
2010-02-03T08:00:00+00:00,Eurozone Composite PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2010%20February,Release time 08:00 UTC (converted to local)
2010-02-03T08:00:00+00:00,Eurozone Services PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2010%20February,Release time 08:00 UTC (converted to local)
2010-02-03T09:30:00+00:00,UK S&P Global/CIPS Composite PMI — Feb 2010,UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Composite%20PMI,Rule: 3-й рабочий день.
2010-02-03T09:30:00+00:00,UK S&P Global/CIPS Services PMI — Feb 2010,UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Services%20PMI,Rule: 3-й рабочий день.
2010-02-03T15:00:00+00:00,ISM Services PMI (February release),US,high,confirmed,US_ISM_SERVICES_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 3rd business day
2010-02-04T12:00:00+00:00,BoE — решение по процентной ставке (MPC),UK,medium,confirmed,BOE_RATE,https://www.bankofengland.co.uk/news/2010/february/mpc-february-2010,Стандарт публикации: 12:00 London; май 2010 перенесён на 10 мая.
2010-02-04T12:45:00+00:00,ECB rate decision,Eurozone,high,confirmed,EA,https://www.ecb.europa.eu/press/pr/date/2010/html/pr20100204.en.html,Decision press release time 13:45 CET/CEST (2010 practice)
2010-02-04T13:30:00+00:00,ECB press conference,Eurozone,high,confirmed,EA,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is20100204.en.html,Press conference start 14:30 CET/CEST (per PR pages)
2010-02-05T13:30:00+00:00,Employment Situation (NFP),US,high,confirmed,US_NFP,https://www.bls.gov/news.release/archives/empsit_20100205.htm,nan
2010-02-10T10:30:00+00:00,BoE — пресс‑конференция по Inflation Report,UK,medium,confirmed,BOE_PC,https://www.bankofengland.co.uk/inflation-report/2010/february-2010,IR PC; исторически 10:30 London.
2010-02-12T10:00:00+00:00,Euro area GDP (flash) – Flash estimate – Q4 2009,Eurozone,high,confirmed,EA,https://ec.europa.eu/eurostat/documents/2995521/5049998/2-12022010-BP-EN.PDF.pdf,Eurostat Euro-indicators 11:00
2010-02-12T13:30:00+00:00,"Advance Monthly Retail Sales, January 2010",US,high,confirmed,US_RETAIL_SALES,https://www2.census.gov/marts/adv1001.pdf,confirmed_date_via_pdf
2010-02-16T10:00:00+00:00,HICP (final) – Euro area inflation (final),Eurozone,high,confirmed,EA,https://ec.europa.eu/eurostat/web/products-euro-indicators/w/2-16022010-ap,Eurostat publishes Euro-indicators at 11:00 CET/CEST
2010-02-17T19:00:00+00:00,"Minutes of the FOMC (Jan 26–27, 2010)",US,medium,confirmed,US_FOMC_MINUTES,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100127.htm,nan
2010-02-18T13:30:00+00:00,Producer Price Index (PPI),US,high,confirmed,US_PPI,https://www.bls.gov/news.release/archives/ppi_20100218.htm,nan
2010-02-19T13:30:00+00:00,Consumer Price Index (CPI),US,high,confirmed,US_CPI,https://www.bls.gov/news.release/archives/cpi_20100219.htm,nan
2010-02-26T10:00:00+00:00,HICP (flash) – Euro area inflation (estimate),Eurozone,high,confirmed,EA,https://ec.europa.eu/eurostat/web/products-euro-indicators/w/2-26022010-ap,Eurostat publishes Euro-indicators at 11:00 CET/CEST
2010-02-26T10:00:00+00:00,Unemployment rate (Euro area),Eurozone,high,confirmed,EA,https://ec.europa.eu/eurostat/web/products-euro-indicators/w/3-26022010-bp,Eurostat Euro-indicators at 11:00; calendar uses CET/CEST
2010-02-26T13:30:00+00:00,"GDP (Q4 2009, Second)",US,high,confirmed,US_GDP,https://www.bea.gov/news/2010/gross-domestic-product-fourth-quarter-2009-second-estimate,nan
2010-03-01T08:00:00+00:00,Eurozone Manufacturing PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Manufacturing%20PMI&q=2010%20March,Release time 08:00 UTC (converted to local)
2010-03-01T09:30:00+00:00,UK S&P Global/CIPS Manufacturing PMI — Mar 2010,UK,medium,confirmed,PMI_MFG,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Manufacturing%20PMI,Rule: 1-й рабочий день.
2010-03-01T13:30:00+00:00,"Personal Income and Outlays, January 2010",US,high,confirmed,US_PCE,https://www.bea.gov/news/2010/personal-income-and-outlays-january-2010,nan
2010-03-01T15:00:00+00:00,ISM Manufacturing PMI (March release),US,high,confirmed,US_ISM_MANUFACTURING_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 1st business day
2010-03-02T09:30:00+00:00,UK S&P Global/CIPS Construction PMI — Mar 2010,UK,medium,confirmed,PMI_CONS,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Construction%20PMI,Rule: 2-й рабочий день.
2010-03-03T08:00:00+00:00,Eurozone Composite PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Composite%20PMI&q=2010%20March,Release time 08:00 UTC (converted to local)
2010-03-03T08:00:00+00:00,Eurozone Services PMI (final),Eurozone,medium,confirmed,EA,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=Eurozone&series=Services%20PMI&q=2010%20March,Release time 08:00 UTC (converted to local)
2010-03-03T09:30:00+00:00,UK S&P Global/CIPS Composite PMI — Mar 2010,UK,medium,confirmed,PMI_COMP,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Composite%20PMI,Rule: 3-й рабочий день.
2010-03-03T09:30:00+00:00,UK S&P Global/CIPS Services PMI — Mar 2010,UK,medium,confirmed,PMI_SERV,https://www.pmi.spglobal.com/Public/Release/PressReleases?language=en&country=United%20Kingdom&series=Services%20PMI,Rule: 3-й рабочий день.
2010-03-03T15:00:00+00:00,ISM Services PMI (March release),US,high,confirmed,US_ISM_SERVICES_PMI,https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/,rule: 3rd business day
